Statistical profiling result from info-nolog-v8.log, (1849 ticks, 69 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      4    0.2%    0.3%  t _Builtins_RegExpPrototypeTest
      4    0.2%    0.3%  t _Builtins_RecordWriteSaveFP
      4    0.2%    0.3%  t _Builtins_Call_ReceiverIsNullOrUndefined
      4    0.2%    0.3%  T _mach_msg_destroy
      3    0.2%    0.2%  t _Builtins_StringAdd_CheckNone
      3    0.2%    0.2%  t _Builtins_LoadICBaseline
      3    0.2%    0.2%  t _Builtins_KeyedLoadIC_PolymorphicName
      3    0.2%    0.2%  T _uv_cpu_info
      3    0.2%    0.2%  T _mach_get_times
      2    0.1%    0.1%  t _Builtins_StringSubstring
      2    0.1%    0.1%  t _Builtins_StringPrototypeEndsWith
      2    0.1%    0.1%  t _Builtins_StoreInArrayLiteralIC
      2    0.1%    0.1%  t _Builtins_StoreFastElementIC_Standard
      2    0.1%    0.1%  t _Builtins_RegExpPrototypeExec
      2    0.1%    0.1%  t _Builtins_ObjectPrototypeHasOwnProperty
      2    0.1%    0.1%  t _Builtins_ObjectKeys
      2    0.1%    0.1%  t _Builtins_NewPromiseCapability
      2    0.1%    0.1%  t _Builtins_LoadIC_NoFeedback
      2    0.1%    0.1%  t _Builtins_LoadICTrampoline_Megamorphic
      2    0.1%    0.1%  t _Builtins_LoadGlobalIC
      2    0.1%    0.1%  t _Builtins_FindOrderedHashMapEntry
      2    0.1%    0.1%  t _Builtins_EnqueueMicrotask
      2    0.1%    0.1%  t _Builtins_CreateShallowArrayLiteral
      2    0.1%    0.1%  t _Builtins_CallBoundFunction
      2    0.1%    0.1%  t _Builtins_CEntry_Return1_DontSaveFPRegs_ArgvOnStack_NoBuiltinExit
      2    0.1%    0.1%  t _Builtins_Add_Baseline
      2    0.1%    0.1%  T _semaphore_create
